SCHOOL_YEAR,STATENAME,ST,SCH_NAME,NCESSCH,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,SY_STATUS,SY_STATUS_TEXT,CHARTER_TEXT,GSLO,GSHI,LEVEL
2016-2017,HAWAII,HI,Kualapuu School - Public Conversion Charter,150003000066,260 Farrington Ave,,,Kualapuu,HI,1,Open,Yes,PK,06,Elementary
2016-2017,HAWAII,HI,Waialae Elementary - PCS,150003000183,1045 19th Ave,,,Honolulu,HI,1,Open,Yes,PK,05,Elementary
2016-2017,HAWAII,HI,Kamaile Academy PCS,150003000240,85-180 Ala Akau St,,,Waianae,HI,1,Open,Yes,PK,12,Other
2016-2017,HAWAII,HI,Connections - New Century PCS,150003000262,174 Kamehameha Ave,,,Hilo,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Kanu o ka Aina - New Century PCS,150003000263,64-1043 Hiiaka St,,,Kamuela,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Na Wai Ola - PCS,150003000264,18-1355 Volcano Hwy,,,Mountain View,HI,1,Open,Yes,PK,06,Elementary
2016-2017,HAWAII,HI,West Hawaii Explorations Academy,150003000265,73-4500 Kahilihili St,,,Kailua-Kona,HI,1,Open,Yes,06,12,Other
2016-2017,HAWAII,HI,Waimea Middle - PCCS,150003000268,67-1229 Mamalahoa Hwy,,,Kamuela,HI,1,Open,Yes,06,08,Middle
2016-2017,HAWAII,HI,Kula Aupuni Niihau A Kahelelani Aloha - NCPCS,150003000269,8315 Kekaha Rd,Suite K,,Kekaha,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Halau Ku Mana - A New Century PCS,150003000270,2101 Makiki Heights Dr,,,Honolulu,HI,1,Open,Yes,04,12,Other
2016-2017,HAWAII,HI,Voyager - A Public Charter School,150003000271,2428 Wilder Ave,,,Honolulu,HI,1,Open,Yes,KG,08,Elementary
2016-2017,HAWAII,HI,University Laboratory School,150003000273,1776 University Ave,UHS Building 3,Room 121,Honolulu,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Myron B. Thompson Academy - A New Century PCS,150003000274,1040A Richards St,Room 220,,Honolulu,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Hakipuu Learning Center,150003000275,45-720 Keaahala Rd,Cottage #1,,Kaneohe,HI,1,Open,Yes,04,12,Other
2016-2017,HAWAII,HI,Ke Kula o Samuel M Kamakau - A Laboratory PCS,150003000276,46-500 Kuneki St,,,Kaneohe,HI,1,Open,Yes,PK,12,Other
2016-2017,HAWAII,HI,Innovations - PCS,150003000277,75-5815 Queen Kaahumanu Hwy,,,Kailua-Kona,HI,1,Open,Yes,KG,08,Elementary
2016-2017,HAWAII,HI,Ke Ana Laahana - PCS,150003000278,160 Baker Ave,,,Hilo,HI,1,Open,Yes,07,12,High
2016-2017,HAWAII,HI,Kihei Charter School,150003000279,300 Ohukai Rd,Suite 209,,Kihei,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Ke Kula Niihau o Kekaha Learning Center - A Laboratory PCS,150003000280,8135 Kekaha Rd,,,Kekaha,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Volcano School of Arts & Sciences - A Community PCS,150003000281,99-128 Old Volcano Rd,,,Volcano,HI,1,Open,Yes,KG,08,Elementary
2016-2017,HAWAII,HI,Hawaii Academy of Arts & Science PCS,150003000282,15-1397 Homestead Rd,,,Pahoa,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Ka Umeke Kaeo - PCS,150003000283,222 Desha Ave,,,Hilo,HI,1,Open,Yes,PK,08,Elementary
2016-2017,HAWAII,HI,Ke Kula o Nawahiokalaniopuu Iki - Laboratory PCS,150003000284,16-120 Opukahaia St,Suite 2,,Keaau,HI,1,Open,Yes,PK,08,Elementary
2016-2017,HAWAII,HI,Ka Waihona o ka Naauao - New Century PCS,150003000286,89-195 Farrington Hwy,,,Waianae,HI,1,Open,Yes,KG,08,Elementary
2016-2017,HAWAII,HI,Kua o ka La - NCPCS,150003000288,14-5322 Kaimu-Kapoho Rd,,,Pahoa,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Kanuikapono Learning Center,150003000289,4333 Kukuihale Rd,,,Anahola,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Kona Pacific - PCS,150003000293,79-7595 Mamalahoa Hwy,,,Kealakekua,HI,1,Open,Yes,KG,08,Elementary
2016-2017,HAWAII,HI,Kawaikini NCPCS,150003000294,3-1821 J Kaumualii Hwy,,,Lihue,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,Hawaii Technology Academy - PCS,150003000295,94-450 Mokuola St,,,Waipahu,HI,1,Open,Yes,KG,12,Other
2016-2017,HAWAII,HI,SEEQS - Sch Examining Essential Questions of Sustainability,150003000298,845 22nd Ave,,,Honolulu,HI,1,Open,Yes,06,08,Middle
2016-2017,HAWAII,HI,Malama Honua Learning Center PCS,150003000299,41-054 Ehukai St,,,Waimanalo,HI,1,Open,Yes,KG,04,Elementary
2016-2017,HAWAII,HI,Ka'u Learning Academy - PCS,150003000301,94-1581 Kaulua Circle,,,Naalehu,HI,1,Open,Yes,03,07,Elementary
2016-2017,IDAHO,ID,VICTORY CHARTER SCHOOL,160000300858,1081 EAST LEWIS LANE,,,NAMPA,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,IDAHO VIRTUAL ACADEMY,160000400859,1965 S EAGLE ROAD SUIT190,SUITE 190,,MERIDIAN,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,IDAHO VISION HIGH SCHOOL,160000401035,1965 S EAGLE RD. SUITE 190,SUITE 190,,MERIDIAN,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,RICHARD MCKENNA CHARTER HIGH,160000500862,675 SOUTH HASKETT STREET,SUITE 105,,MOUNTAIN HOME,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,RICHARD MCKENNA CHARTER HIGH SCHOOL ALTERNATIVE,160000501056,1993 E 8TH N STE 105,SUITE 105,,MOUNTAIN HOME,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,MCKENNA MONTESSORI,160000501087,,,,,,3,New,Yes,KG,01,Elementary
2016-2017,IDAHO,ID,ROLLING HILLS PUBLIC CHARTER,160000600863,8900 HORSESHOE BEND ROAD,,,BOISE,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,COMPASS PUBLIC CHARTER SCHOOL,160000700864,2511 WEST CHERRY LANE,,,MERIDIAN,ID,1,Open,Yes,PK,06,Elementary
2016-2017,IDAHO,ID,COMPASS PUBLIC CHARTER SCHOOL JR/SR HIGH,160000701074,1422 S. TECH LANE,,,MERIDIAN,ID,1,Open,Yes,07,12,High
2016-2017,IDAHO,ID,FALCON RIDGE PUBLIC CHARTER,160000800865,278 SOUTH TEN MILE,,,KUNA,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,INSPIRE VIRTUAL CHARTER SCHOOL,160001100866,600 NORTH STEELHEAR WAY BUILDI,SUITE 164,,BOISE,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,LIBERTY CHARTER SCHOOL,160001200867,1063 EAST LEWIS LANE,,,NAMPA,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,CONNOR ACADEMY,160001400891,1295 ALPINE AVENUE,,,CHUBBUCK,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,TAYLORS CROSSING CHARTER SCHOOL,160001500892,1445 NORTH WOOD RIVER DRIVE,,,IDAHO FALLS,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,XAVIER CHARTER SCHOOL,160014000949,1218 NORTH COLLEGE ROAD WEST,,,TWIN FALLS,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,VISION CHARTER SCHOOL,160014100942,19291 WARD ROAD,,,CALDWELL,ID,1,Open,Yes,KG,13,Other
2016-2017,IDAHO,ID,WHITE PINE CHARTER SCHOOL,160014200809,2959 EAST JOHN ADAMS PARKWAY,,,AMMON,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,NORTH VALLEY ACADEMY,160014300968,202 14TH AVENUE EAST,,,GOODING,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,iSUCCEED VIRTUAL HIGH SCHOOL,160014400967,6148  N. DISCOVERY WAY SUITE,SUITE 120,,BOISE,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,IDAHO SCIENCE & TECHNOLOGY CHARTER SCHOOL,160014500996,21 N 550 W,,,BLACKFOOT,ID,1,Open,Yes,04,08,Elementary
2016-2017,IDAHO,ID,IDAHO CONNECTS ONLINE SCHOOL,160014800993,1ST 6TH STREET NORTH,SUITE 185,,NAMPA,ID,1,Open,Yes,06,12,Other
2016-2017,IDAHO,ID,IDAHO CONNECTS ONLINE ALTERNATIVE SCHOOL,160014801023,12639 EXPLORER DRIVE  SUITE 1,,,BOISE,ID,1,Open,Yes,06,12,Other
2016-2017,IDAHO,ID,KOOTENAI BRIDGE ACADEMY,160014900992,606 RIVER AVENUE,,,COEUR D'ALENE,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,PALOUSE PRAIRIE CHARTER SCHOOL,160015100994,1500 LEVICK STREET,,,MOSCOW,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,BLACKFOOT CHARTER COMMUNITY,160015300796,2801 HUNTERS LOOP,,,BLACKFOOT,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,MONTICELLO MONTESSORI CHARTER SCHOOL,160015401014,4707 SOUTH SWEETWATER WAY,,,AMMON,ID,1,Open,Yes,PK,06,Elementary
2016-2017,IDAHO,ID,ANOTHER CHOICE VIRTUAL CHARTER,160015501008,1014 WEST HEMINGWAY BOULEVARD,,,NAMPA,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,SAGE INTERNATIONAL SCHOOL OF BOISE,160015601007,457 E PARKCENTER BLVD,,,BOISE,ID,1,Open,Yes,KG,12,Other
2016-2017,IDAHO,ID,THE VILLAGE CHARTER SCHOOL,160015701018,219 N ROOSEVELT,,,BOISE,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,LEGACY CHARTER SCHOOL,160015801019,4015 SOUTH LEGACY WAY,,,NAMPA,ID,1,Open,Yes,KG,08,Elementary
2016-2017,IDAHO,ID,HERITAGE ACADEMY,160015901017,500 SOUTH LINCOLN AVENUE,,,JEROME,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,NORTH IDAHO STEM CHARTER ACADEMY,160016001020,15633 NORTH MEYER ROAD,,,RATHDRUM,ID,1,Open,Yes,KG,11,Other
2016-2017,IDAHO,ID,HERITAGE COMMUNITY CHARTER,160016101021,1803 EAST USTICK ROAD,,,CALDWELL,ID,1,Open,Yes,KG,08,Elementary
2016-2017,IDAHO,ID,AMERICAN HERITAGE CHARTER SCHOOL,160016201044,1736 SOUTH 35TH WEST,,,IDAHO FALLS,ID,1,Open,Yes,PK,11,Other
2016-2017,IDAHO,ID,CHIEF TAHGEE ELEMENTARY ACADEMY,160016301040,38 SOUTH HILLINE ROAD,,,FORT HALL,ID,1,Open,Yes,KG,06,Elementary
2016-2017,IDAHO,ID,FORREST M BIRD CHARTER SCHOOL,160016500772,614 SOUTH MADISON AVENUE,,,SANDPOINT,ID,1,Open,Yes,06,12,Other
2016-2017,IDAHO,ID,SYRINGA MOUNTAIN CHARTER SCHOOL,160016601066,4021 GLENBROOK DRIVE,,,HAILEY,ID,1,Open,Yes,KG,06,Elementary
2016-2017,IDAHO,ID,BINGHAM ACADEMY,160016901067,1350 PARKWAY DRIVE #18,RIVERSIDE PLAZA,,BLACKFOOT,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,UPPER CARMEN PUBLIC CHARTER SCHOOL,160017000847,508 CARMEN CREEK ROAD,,,CARMEN,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,UPPER CARMEN CHARTER HIGH SCHOOL,160017001083,1211 MAIN STREET,,,SALMON,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,IDAHO COLLEGE & CAREER READINESS ACADEMY,160017101069,1965 SOUTH EAGLE ROAD SUITE 1,SUITE 150,,MERIDIAN,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,IDAHO DISTANCE EDUCATION ACADEMY,160017200846,606 SOUTH AVENUE,,,DEARY,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,GEM PREP: POCATELLO SCHOOL,160017201073,1451 JESSIE CLARK LANE,,,POCATELLO,ID,1,Open,Yes,KG,04,Elementary
2016-2017,IDAHO,ID,COEUR D'ALENE CHARTER ACADEMY SCHOOL,160017300765,4904 NORTH DUNCAN DRIVE,,,COEUR D'ALENE,ID,1,Open,Yes,06,12,Other
2016-2017,IDAHO,ID,NORTH STAR CHARTER SCHOOL,160017400803,839 NORTH LINDER,,,EAGLE,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,ALTURAS INTERNATIONAL ACADEMY,160017501082,3950 SOUTH YELLOWSTONE HIGHWAY,,,IDAHO FALLS,ID,3,New,Yes,KG,06,Elementary
2016-2017,IDAHO,ID,POCATELLO COMMUNITY CHARTER,160017600760,995 SOUTH ARTHUR STREET,,,POCATELLO,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,ANSER CHARTER SCHOOL,160036000758,202 EAST 42ND STREET,,,GARDEN CITY,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,THOMAS JEFFERSON CHARTER,160060000839,1209 ADAM SMITH AVE,,,CALDWELL,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,SOUTHEAST IDAHO PROFESSIONAL TECHNICAL SCHOOL,160096001045,25 EAST 50 SOUTH SUITE A,,,MALAD CITY,ID,1,Open,Yes,10,12,High
2016-2017,IDAHO,ID,PAYETTE RIVER TECHNICAL ACADEMY,160102001009,721 W 12TH,,,EMMETT,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,MERIDIAN TECHNICAL CHARTER HIGH,160210000759,3800 NORTH LOCUST GROVE,,,MERIDIAN,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,MERIDIAN MEDICAL ARTS CHARTER,160210000804,1789 EAST HERITAGE PARK LANE,,,MERIDIAN,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,ARTEC CHARTER SCHOOL,160219000883,292 W 100 S,,,TWIN FALLS,ID,1,Open,Yes,09,12,High
2016-2017,IDAHO,ID,MOSCOW CHARTER SCHOOL,160222000749,1723 EAST F STREET,,,MOSCOW,ID,1,Open,Yes,PK,08,Elementary
2016-2017,IDAHO,ID,IDAHO ARTS CHARTER SCHOOL,160234000834,1220 5TH STREET NORTH,,,NAMPA,ID,1,Open,Yes,PK,12,Other
2016-2017,IDAHO,ID,GEM PREP: NAMPA,160234001080,5226 SOUTHSIDE BOULEVARD,,,NAMPA,ID,3,New,Yes,KG,04,Elementary
2016-2017,ILLINOIS,IL,LEARN Chtr Sch 6 N Chicago Campus,170011006217,601 D St Bldg 130H,,,Great Lakes,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,LEARN 10 Charter School,170011006401,3131 Sheridan Rd,,,Great Lakes,IL,3,New,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Prairie Crossing Charter School,170021803731,1531 Jones Point Rd,,,Grayslake,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Southland College Prep,170140006135,4601 Sauk Trl,,,Richton Park,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Horizon Science Acad-McKinley Pk,170141006254,2245 W Pershing Rd,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Horizon Science Acad-Belmont,170141206309,2456 N Mango Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,LEARN 9 Campus in Waukegan,170142306386,1200 W Glen Flora,,,Waukegan,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Betty Shabazz Internl Charter Sch,170142406394,7823 S Ellis Ave,,,Chicago,IL,3,New,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Barbara A Sizemore,170142406396,6547 S Stewart Ave,,,Chicago,IL,3,New,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Amandla Charter School,170142606424,6820 S Washtenaw Ave,,,Chicago,IL,3,New,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Bronzeville Lighthouse Chtr Sch,170143106434,8 W Root St,,,Chicago,IL,3,New,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Cambridge Lakes Charter School,170855005954,900 Wester Blvd,,,Pingree Grove,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Perspectives Charter High School,170993003450,1930 S Archer Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Youth Connections Charter HS,170993003473,10 W 35th St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,North Lawndale Charter HS,170993003474,1313 S Sacramento Dr,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Noble Street Charter Schools,170993003479,1 N State St Fl 7TH,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Chicago International Charter,170993003505,11 E Adams St Ste600,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Univ of Chicago Charter Schools,170993003542,1313 E 60th St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,UNO Academy Charter Schools,170993003555,954 W Washingtn Bd,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Locke A Elem Charter Academy,170993003564,3141 W Jackson Blvd,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Young Womens Leadership Chartr HS,170993003981,2641 S Calumet Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,LEARN Charter Schools,170993004270,1132 S Homan Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Ace Technical Charter High School,170993005051,5410 S State St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Chicago Math & Sci Elem Charter,170993005092,7212 N Clark St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Namaste Elem Charter School,170993005102,3737 S Paulina St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Aspira Charter Schools,170993005663,1711 N California,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Asian Human Srvcs-Passage Chrtr,170993005682,1643 W Bryn Mawr Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Erie Elem Charter School,170993005797,1405 N Washtenaw Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Legacy Elem Charter School,170993005799,4217 W 18th St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Urban Prep Chtr Acad Englewood HS,170993005884,6201 S Stewart Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Providence-Englewood Elem Charter,170993005885,6515 S Ashland Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Chicago Virtual Charter School,170993005894,38 S Peoria St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Polaris Elem Charter Academy,170993005919,620 N Sawyer Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Catalyst Charter-Circle Rock ES,170993005935,5608 W Washington Bl,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Academy for Global Citizenship,170993006035,4647 W 47th St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,EPIC Academy High School,170993006088,8255 S Houston Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Urban Prep Chtr West Campus HS,170993006094,1326 W 14th Pl,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,IHSCA Charter High School,170993006103,2520 S Western Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Urban Prep Chtr  Bronzeville HS,170993006132,521 E 35th St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Rowe Elementary,170993006142,1424 N Cleaver St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Nkrumah Academy Charter ES,170993006171,314 W 108th St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Montessori of Englewood Chtr ES,170993006221,6550 S Seeley Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,KIPP Chicago Charter Schools,170993006235,4818 W Ohio St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,IJLA Charter High School,170993006238,2520 S Western Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Legal Prep Academy Charter HS,170993006241,4319 W Washington,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Catalyst Charter - Maria ES,170993006243,6727 S California Av,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Chicago Collegiate Charter School,170993006285,11816 S Indiana Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Intrinsic Charter High School,170993006293,4540 W Belmont Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Frazier Prep Acad Charter ES,170993006306,3711 W Douglas Blvd,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Christopher House Chrt ES,170993006311,5235 W Belden St,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Horizon Sci Acad Chatham Charter,170993006315,8522 S Lafayette Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Great Lakes Academy Charter ES,170993006328,8401 S Saginaw Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Foundations College Prep Charter,170993006329,1233 W 109th Pl,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Horizon Sci Acad - Southwest Chtr,170993006331,5401 S Western Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Moving Everest Charter School,170993006380,416 N Laramie Ave,,,Chicago,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Robertson Charter School,171185004424,2240 E Geddes Ave,,,Decatur,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,SIU Charter Sch of East St Louis,171332003770,601 James R Thompson,,,East Saint Louis,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,YBMC Charter Sch,172862006010,360 Wylie Dr Ste 305,,,Normal,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Quest Charter School Academy,173123006112,2503 N University,,,Peoria,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Galapagos Rockford Charter Sch,173451006044,2605 School St,,,Rockford,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Legacy Acad of Excellence Charter,173451006077,4029 Prairie Rd,,,Rockford,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Jackson Charter School,173451006154,315 Summit St,,,Rockford,IL,1,Open,Yes,M,M,Not reported
2016-2017,ILLINOIS,IL,Springfield Ball Charter School,173708003773,2530 E Ash St,,,Springfield,IL,1,Open,Yes,M,M,Not reported
2016-2017,INDIANA,IN,Community Montessori,180001101737,4102 St Joseph Rd,,,New Albany,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,New Community School,180001201757,1904 Elmwood Ave,,,Lafayette,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Timothy L Johnson Academy,180001301774,4625 Werling Dr,,,Fort Wayne,IN,1,Open,Yes,KG,06,Elementary
2016-2017,INDIANA,IN,Irvington Community School,180001401756,6705 E Julian Ave,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Veritas Academy,180001501786,530 E Ireland Rd Bldg B,,,South Bend,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Options Charter School - Carmel,180001601738,530 W Carmel Dr,,,Carmel,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Christel House Academy South,180001801789,2717 S East St,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Signature School Inc,180002100319,610 Main St,,,Evansville,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Thea Bowman Leadership Academy,180002501807,975 W 6th Ave,,,Gary,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Charter School of the Dunes,180002701815,7300 East Melton Rd,,,Gary,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,KIPP Indy College Prep Middle,180002802136,1740 E 30th St,,,Indianapolis,IN,1,Open,Yes,06,08,Middle
2016-2017,INDIANA,IN,SE Neighborhood Sch of Excellence,180003302144,1601 S Barth Ave,,,Indianapolis,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Joshua Academy,180003702146,1230 E Illinois St,,,Evansville,IN,1,Open,Yes,KG,06,Elementary
2016-2017,INDIANA,IN,Andrew J Brown Academy,180004201816,3600 N German Church Rd,,,Indianapolis,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Rural Community Academy,180004302138,2385 N SR 63,,,Sullivan,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Charles A Tindley Accelerated Sch,180004502137,3960 Meadows Dr,,,Indianapolis,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,21st Century Charter Sch of Gary,180004602162,556 Washington St,,,Gary,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,East Chicago Urban Enterprise Acad,180004802163,1402 E Chicago Ave,,,East Chicago,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Indpls Lighthouse Charter School,180005102165,1780 Sloan Ave,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Gary Lighthouse Charter School,180005202155,3201 Pierce St,,,Gary,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,East Chicago Lighthouse,180005402235,3916 Pulaski,,,East Chicago,IN,1,Open,Yes,KG,07,Elementary
2016-2017,INDIANA,IN,Options Charter School Noblesville,180005602313,9945 Cumberland Pointe Blvd,,,Noblesville,IN,1,Open,Yes,06,12,Other
2016-2017,INDIANA,IN,Avondale Meadows Academy,180005702314,3980 Meadows Dr,,,Indianapolis,IN,1,Open,Yes,KG,05,Elementary
