SCHOOL_YEAR,STATENAME,ST,SCH_NAME,NCESSCH,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,SY_STATUS,SY_STATUS_TEXT,CHARTER_TEXT,GSLO,GSHI,LEVEL
2016-2017,INDIANA,IN,Herron High School,180005802315,110 E 16th St,,,Indianapolis,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Hope Academy,180005902386,8102 Clearvista Pky,,,Indianapolis,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Geist Montessori Academy,180006102387,13942 E 96th St,,,McCordsville,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Indianapolis Metropolitan High Sch,180006402408,1635 W Michigan St,,,Indianapolis,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Renaissance Academy Charter School,180006502415,4093 W US Hwy 20,,,LaPorte,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,IN Math & Science Academy,180006702416,4575 W 38th St,,,Indianapolis,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Aspire Charter Academy,180007102443,4900 W 15th Ave,,,Gary,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Hoosier Academy - Indianapolis,180007202422,5640 Caito Dr,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Dr Robert H Faulkner Academy,180007402426,1111 W 2nd St,,,Marion,IN,1,Open,Yes,KG,06,Elementary
2016-2017,INDIANA,IN,Anderson Preparatory Academy,180007702425,101 West 29th Street,,,Anderson,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Hoosier Acad Virtual Charter Sch,180008102458,2855 N Franklin Rd,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Hammond Academy of Science & Tech,180008202466,33 Muenich Ct,,,Hammond,IN,1,Open,Yes,06,12,Other
2016-2017,INDIANA,IN,The Bloomington Project School,180008302446,349 S Walnut St,,,Bloomington,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Paramount School of Excellence,180008602478,3020 Nowland Ave,,,Indianapolis,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Xavier School of Excellence,180008702445,3423 S Michigan,,,South Bend,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Discovery Charter School,180008802495,800 Canonie Dr,,,Porter,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Excel Center For Adult Learners,180009302475,1635 W Michigan St,,,Indianapolis,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,IN Math & Science Academy - North,180009402487,7435 N Keystone Ave,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Indiana Connections Academy,180009802474,6640 Intech Blvd - Ste 250,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Rock Creek Community Academy,180009902497,11525 Highway 31,,,Sellersburg,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Career Academy High School,180010102521,3801 Crescent Circle,,,South Bend,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Gary Middle College,180010202535,131 EAST 5TH AVE,,,Gary,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Indiana Virtual School,180010602515,500 East 96th Street Ste 400,,,Indianapolis,IN,1,Open,Yes,06,12,Other
2016-2017,INDIANA,IN,Damar Charter Academy,180010802503,5125 Decatur Blvd Ste D,,,Indianapolis,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Neighbors' New Vistas High School,180011302544,5391 Central Ave,,,Portage,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Excel Center - Anderson,180011602533,630 Nichols Ave,,,Anderson,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,Thurgood Marshall Leadership Acad,180012102540,2310 Weisser Park,,,Fort Wayne,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Christel House DORS South,180012202538,2717 S East St,,,Indianapolis,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Inspire Academy - A Sch of Inquiry,180012302560,2801 E 16th St,,,Muncie,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Phalen Leadership Academy - IN Inc,180012402550,3920 Baker Drive,,,Indianapolis,IN,1,Open,Yes,KG,05,Elementary
2016-2017,INDIANA,IN,Carpe Diem - Meridian Campus,180012502536,2240 N Meridian St,,,Indianapolis,IN,1,Open,Yes,06,12,Other
2016-2017,INDIANA,IN,Tindley Preparatory Academy,180012802545,4010 Sherman Drive,,,Indianapolis,IN,1,Open,Yes,06,08,Middle
2016-2017,INDIANA,IN,Canaan Community Academy,180012902534,8775 N Canaan Main St,,,Canaan,IN,1,Open,Yes,KG,06,Elementary
2016-2017,INDIANA,IN,Smith Academy for Excellence,180013102539,725 W Washington Blvd,,,Fort Wayne,IN,1,Open,Yes,04,12,Other
2016-2017,INDIANA,IN,Excel Center - Richmond,180013402549,1215 S 'J' St,,,Richmond,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,Excel Center - Kokomo,180013502553,101 W Superior St,,,Kokomo,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,Nexus Academy of Indianapolis,180013602552,6101 N Keystone Ave - Ste 302,,,Indianapolis,IN,1,Open,Yes,09,12,High
2016-2017,INDIANA,IN,Enlace Academy,180013702551,3725 Kiel Avenue,,,Indianapolis,IN,1,Open,Yes,KG,06,Elementary
2016-2017,INDIANA,IN,Excel Center - Lafayette Square,180013802554,6000 W 34th St,,,Indianapolis,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,Tindley Collegiate Academy,180013902559,4020 Meadows Pky,,,Indianapolis,IN,1,Open,Yes,06,08,Middle
2016-2017,INDIANA,IN,Tindley Renaissance Academy,180014102558,4020 Sherman Dr,,,Indianapolis,IN,1,Open,Yes,KG,05,Elementary
2016-2017,INDIANA,IN,Excel Center - Lafayette,180014202548,615 N 18th St 2nd Floor,,,Lafayette,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,IN Math & Science Academy - South,180014302561,2710 Bethel Ave,,,Indianapolis,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Tindley Genesis Academy,180014502595,2540 North Capitol Avenue,,,Indianapolis,IN,1,Open,Yes,KG,04,Elementary
2016-2017,INDIANA,IN,Vision Academy,180014602566,1751 E Riverside Dr,,,Indianapolis,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,KIPP Indy Unite Elementary,180014702571,1740 E 30th St,,,Indianapolis,IN,1,Open,Yes,KG,02,Elementary
2016-2017,INDIANA,IN,Tindley Summit Academy,180014802563,4002 N Franklin Rd,,,Indianapolis,IN,1,Open,Yes,KG,05,Elementary
2016-2017,INDIANA,IN,Christel House Academy West,180014902568,55 N Tibbs Ave,,,Indianapolis,IN,1,Open,Yes,KG,04,Elementary
2016-2017,INDIANA,IN,Indianapolis Academy of Excellence,180015202570,1145 E 22nd St,,,Indianapolis,IN,1,Open,Yes,KG,05,Elementary
2016-2017,INDIANA,IN,Indiana College Preparatory School,180015802594,4050 E 38th Street,,,Indianapolis,IN,1,Open,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Excel Center - University Heights,180015902592,3919 Madison Ave,,,Indianapolis,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,Marion Academy,180016002588,2107 N Riley,,,Indianapolis,IN,1,Open,Yes,06,12,Other
2016-2017,INDIANA,IN,Success Academy Primary School,180016102583,3408 Ardmore Trail,,,South Bend,IN,1,Open,Yes,KG,04,Elementary
2016-2017,INDIANA,IN,Carpe Diem - Shadeland,180016202575,2240 N Meridian St,,,Indianapolis,IN,1,Open,Yes,06,12,Other
2016-2017,INDIANA,IN,Excel Center - Noblesville,180016302576,300 N 17 St,,,Noblesville,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,Career Academy Middle School,180016402593,3801 Cresent Circle - Suite B,,,South Bend,IN,1,Open,Yes,05,08,Middle
2016-2017,INDIANA,IN,Dugger Union Community School Corp,180016502590,7356 East County Road 50 South,,,Dugger,IN,1,Open,Yes,KG,12,Other
2016-2017,INDIANA,IN,Christel House DORS West,180016602586,55 North Tibbs Avenue,,,Indianapolis,IN,1,Open,Yes,10,11,Other
2016-2017,INDIANA,IN,Carpe Diem - Northwest,180016702579,5435 West Pike Plaza Rd,,,Indianapolis,IN,1,Open,Yes,06,12,Other
2016-2017,INDIANA,IN,Mays Community Academy,180016802582,929 E South Street,,,Mays,IN,1,Open,Yes,KG,06,Elementary
2016-2017,INDIANA,IN,Excel Center - South Bend,180016902596,2721 Kenwood Avenue,,,South Bend,IN,1,Open,Yes,11,12,High
2016-2017,INDIANA,IN,Global Preparatory Academy,180017002610,2033 Sugar Grove Ave,,,Indianapolis,IN,3,New,Yes,KG,02,Elementary
2016-2017,INDIANA,IN,Steel City Academy,180017102614,2650 W 35th Avenue,,,Gary,IN,3,New,Yes,07,09,Other
2016-2017,INDIANA,IN,ACE Preparatory Academy,180017202604,5326 Hillside Avenue,,,Indianapolis,IN,3,New,Yes,KG,01,Elementary
2016-2017,INDIANA,IN,Indianapolis Lighthouse East,180017302587,4002 N Franklin Road,,,Indianapolis,IN,1,Open,Yes,07,10,Other
2016-2017,INDIANA,IN,Excel Center - Shelbyville,180017502606,111 North Harrison Street,,,Shelbyville,IN,3,New,Yes,11,11,Other
2016-2017,INDIANA,IN,Seven Oaks Classical School,180017602603,200 East Association Street,,,Ellettsville,IN,3,New,Yes,KG,08,Elementary
2016-2017,INDIANA,IN,Kindezi Academy,180017702608,3421 North Keystone Avenue,,,Indianapolis,IN,3,New,Yes,KG,02,Elementary
2016-2017,INDIANA,IN,Heritage Institute of Arts & Tech,180017802602,5861 Harrison Street,,,Merrillville,IN,3,New,Yes,KG,05,Elementary
2016-2017,INDIANA,IN,Insight School of Indiana,180017902601,2855 North Franklin Road,,,Indianapolis,IN,3,New,Yes,07,12,High
2016-2017,IOWA,IA,Prescott Elementary School,190948001456,1151 White St,,,Dubuque,IA,1,Open,Yes,PK,05,Elementary
2016-2017,IOWA,IA,St Lake/IA Cntrl/Buena Vista Early College HS,192739000847,621 Tornado Dr,,,Storm Lake,IA,1,Open,Yes,09,12,High
2016-2017,IOWA,IA,West Central Charter High School,193087001353,305 Pember,,,Maynard,IA,1,Open,Yes,09,12,High
2016-2017,KANSAS,KS,Smoky Valley Virtual Charter School,200000201809,121 S Main,,,Lindsborg,KS,1,Open,Yes,KG,12,Other
2016-2017,KANSAS,KS,Caney Valley Charter Academy,200441001961,601 E. Bullpups Blvd,,,Caney,KS,1,Open,Yes,09,12,High
2016-2017,KANSAS,KS,Yoder Charter Elem School,200696000561,9808 S Yoder Rd,,,Yoder,KS,1,Open,Yes,PK,08,Elementary
2016-2017,KANSAS,KS,Hugoton Learning Academy,200756001965,529 S. Main,,,Hugoton,KS,1,Open,Yes,07,12,High
2016-2017,KANSAS,KS,Lawrence Virtual School,200840001776,1104 E 1000 Road,,,Lawrence,KS,1,Open,Yes,KG,12,Other
2016-2017,KANSAS,KS,Walton Rural Life Center,200996002031,502 Main,,,Walton,KS,1,Open,Yes,PK,04,Elementary
2016-2017,KANSAS,KS,Service Valley Charter Academy,201035001490,21101 Wallace Road,,,Parsons,KS,1,Open,Yes,KG,08,Elementary
2016-2017,KANSAS,KS,West Franklin Learning Center High - Charter,201080001603,511 E Franklin,,,Pomona,KS,1,Open,Yes,06,12,Other
2016-2017,KANSAS,KS,Insight School of KS at Hilltop Ed Center,201185001918,16740 W 175th,,,Olathe,KS,1,Open,Yes,07,12,High
2016-2017,KANSAS,KS,Hope Street Charter Academy,201226001596,1900 SW Hope Street,,,Topeka,KS,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,New Vision Learning Academy,220002501000,507 Swayze Street,,,Monroe,LA,1,Open,Yes,PK,06,Elementary
2016-2017,LOUISIANA,LA,V. B. Glencoe Charter School,220003201375,4491 Hwy 83,,,Franklin,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,International School of Louisiana,220003301485,1400 Camp Street,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Avoyelles Public Charter School,220003501494,201 Longfellow Rd,,,Mansura,LA,1,Open,Yes,KG,12,Other
2016-2017,LOUISIANA,LA,Delhi Charter School,220003801539,6940 Hwy 17,,,Delhi,LA,1,Open,Yes,KG,12,Other
2016-2017,LOUISIANA,LA,Belle Chasse Academy,220004101630,100 Fifth Street NAS JRB,,,Belle Chasse,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Milestone Academy,220004201634,3774 Gentilly Blvd,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,The MAX Charter School,220012602058,100 Afton Drive,,,Thibodaux,LA,1,Open,Yes,01,08,Elementary
2016-2017,LOUISIANA,LA,D'Arbonne Woods Charter School,220014602282,1002 Sterlington Highway,,,Farmerville,LA,1,Open,Yes,PK,12,Other
2016-2017,LOUISIANA,LA,Madison Preparatory Academy,220014802267,1555 Madison Avenue,,,Baton Rouge,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,LA School for Ag Science,220015001378,5303 Highway 115,,,Bunkie,LA,1,Open,Yes,07,12,High
2016-2017,LOUISIANA,LA,International High School of New Orleans,220015602270,727 Carondelet Street,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,University View Academy Inc. (FRM LA Connections),220015702322,4664 Jamestown Ave Suite 100,,,Baton Rouge,LA,1,Open,Yes,KG,12,Other
2016-2017,LOUISIANA,LA,Lake Charles Charter Academy,220015802319,3160 Power Center Parkway,,,Lake Charles,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Lycee Francais de la Nouvelle-Orleans,220015902331,5951 Patton Street,,,New Orleans,LA,1,Open,Yes,PK,06,Elementary
2016-2017,LOUISIANA,LA,New Orleans Military & Maritime Academy,220016002327,425 O Bannon Street,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Baton Rouge College Prep,220018402407,5300 Monarch Avenue  Bldg 800,,,Baton Rouge,LA,1,Open,Yes,05,07,Middle
2016-2017,LOUISIANA,LA,Baton Rouge Bridge Academy Inc.,220018502406,5300 Monarch Avenue,,,Baton  Rouge,LA,1,Open,Yes,KG,01,Elementary
2016-2017,LOUISIANA,LA,Sophie B. Wright Institute of Academic Excellence,220018600981,1426 Napoleon Avenue,,,New Orleans,LA,1,Open,Yes,06,12,Other
2016-2017,LOUISIANA,LA,Success Preparatory Academy,220018702283,2011 Bienville Street,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,The NET Charter High School,220018802340,1614 Oretha Castle Haley Blvd,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Southwest Louisiana Charter Academy,220018902349,1700 East McNeese Street,,,Lake Charles,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Impact Charter Elementary,220019002386,4815 Lavey Ln.,,,Baker,LA,1,Open,Yes,PK,05,Elementary
2016-2017,LOUISIANA,LA,Linwood Public Charter School,220019100175,401 West 70th Street,,,Shreveport,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Arthur Ashe Charter School,220019200947,1456 Gardena Drive,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,McDonogh 42 Charter School,220019300944,3019 Higgins Blvd.,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Tangi Academy,220019402418,43052 Yokum Road,,,Hammond,LA,1,Open,Yes,KG,06,Elementary
2016-2017,LOUISIANA,LA,ReNEW Dolores T. Aaron Elementary,220019502021,10200 Curran Blvd,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Celerity Dalton Charter School,220019602383,7384 John LeBlanc Blvd,,,Sorrento,LA,1,Open,Yes,PK,07,Elementary
2016-2017,LOUISIANA,LA,KIPP Renaissance High School,220019700953,3820 St. Claude Ave,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Lake Charles College Prep,220019802388,2750 Power Center Pkwy,,,Lake Charles,LA,1,Open,Yes,09,11,Other
2016-2017,LOUISIANA,LA,James M. Singleton Charter School,220019901208,2220 Oretha Castle Haley Boule,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Dwight D. Eisenhower Academy of Global Studies,220020000883,3700 Tall Pines Drive,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,ReNew McDonogh City Park Academy,220020102410,2733 Esplanade Ave,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Sylvanie Williams College Prep,220020202041,3127 Martin L. King Blvd.,,,New Orleans,LA,1,Open,Yes,PK,07,Elementary
2016-2017,LOUISIANA,LA,Morris Jeff Community School,220020302297,211 S. Lopez Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Gentilly Terrace Elementary School,220020400893,4721 Painters Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Northshore Charter School,220020502371,111 Walker Street,,,Bogalusa,LA,1,Open,Yes,KG,12,Other
2016-2017,LOUISIANA,LA,Langston Hughes Charter Academy,220020600976,3519 Trafalgar Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Lord Beaconsfield Landry-Oliver Perry Walker High,220020700972,1200 L.B. Landry Avenue,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Akili Academy of New Orleans,220020802071,3811 N. Galvez Street,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Nelson Elementary School,220020900949,3121 St. Bernard Avenue,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,KIPP New Orleans Leadership Academy,220021102307,2300 St. Claude Ave,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Arise Academy,220021202278,3819 St. Claude Avenue,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Louisiana Key Academy,220021302366,2900 Westfork  Suite 401,,,Baton Rouge,LA,1,Open,Yes,KG,05,Elementary
2016-2017,LOUISIANA,LA,Crescent Leadership Academy,220021402020,2701 Lawrence Street,,,New Orleans,LA,1,Open,Yes,07,12,High
2016-2017,LOUISIANA,LA,JS Clark Leadership Academy,220021502348,1203 South Union Street,,,Opelousas,LA,1,Open,Yes,05,11,Other
2016-2017,LOUISIANA,LA,KIPP Believe College Prep,220021600958,9330 Forshey Street,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Dr. Martin Luther King Charter School for Sci/Tech,220021700414,1617 Caffin Avenue,,,New Orleans,LA,1,Open,Yes,PK,12,Other
2016-2017,LOUISIANA,LA,G. W. Carver Preparatory Academy,220021802337,3059 Higgins Blvd.,,,New Orleans,LA,1,Open,Yes,09,11,Other
2016-2017,LOUISIANA,LA,Iberville Charter Academy,220021902395,24360 Enterprise Blvd,,,Plaquemine,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Harriet Tubman Charter School,220022000946,2832 General Meyer Ave.,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,ReNew Accelerated High School,220022102323,3649 Laurel Street,,,New Orleans,LA,1,Open,Yes,05,12,Other
2016-2017,LOUISIANA,LA,McDonogh #32 Literacy Charter School,220022200938,800 DeArmas Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Celerity Crestworth Charter School,220022302403,10650 Avenue F,,,Baton Rouge,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Lafayette Academy,220022400914,2727 South Carrollton Avenue,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Pierre A. Capdau Learning Academy,220022500860,3821 Franklin Avenue,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Celerity Lanier Charter School,220022602391,4705 Lanier Dr.,,,Baton Rouge,LA,1,Open,Yes,PK,07,Elementary
2016-2017,LOUISIANA,LA,ReNEW Cultural Arts Academy at Live Oak Elementary,220022702018,3128 Constance Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Mary D. Coghill Charter School,220022802357,4617 Mirabeau Ave,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Joseph S. Clark Preparatory High School,220022900865,1301 North Derbigny Street,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,GEO Prep Academy of Greater Baton Rouge,220023002420,4006 Platt Drive,,,Baton Rouge,LA,1,Open,Yes,KG,04,Elementary
2016-2017,LOUISIANA,LA,Acadiana Renaissance Charter Academy,220023102392,205 Vienne Lane,,,Lafayette,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Vision Academy,220023202389,4108 Harvey St.,,,Monroe,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Louisiana Virtual Charter Academy,220023302320,1477 Louisiana Avenue,,,New Orleans,LA,1,Open,Yes,KG,12,Other
2016-2017,LOUISIANA,LA,Tallulah Charter School,220023402375,1206 North Cedar Street,,,Tallulah,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Lafayette Renaissance Charter Academy,220023502396,600 Savoy Road,,,Youngsville,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Martin Behrman Charter Acad of Creative Arts & Sci,220023600853,715 Opelousas Avenue,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Sci Academy,220023702068,5552 Read Blvd,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Walter L. Cohen College Prep,220023802341,3520 Dryades Street,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Edgar P. Harney Spirit of Excellence Academy,220023901800,2503 Willow Street,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,JCFA-East,220024102370,475 Manhattan Blvd,,,Harvey,LA,1,Open,Yes,08,12,High
2016-2017,LOUISIANA,LA,ReNEW SciTech Academy at Laurel,220024200917,820 Jackson Avenue,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Paul Habans Charter School,220024302362,3501 Seine Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,KIPP Central City Academy,220024402043,2514 Third Street,,,New Orleans,LA,1,Open,Yes,04,08,Elementary
2016-2017,LOUISIANA,LA,Joseph A. Craig Charter School,220024500870,1423 St. Phillip Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,KIPP Central City Primary,220024602079,2625 Thalia Street,,,New Orleans,LA,1,Open,Yes,KG,04,Elementary
2016-2017,LOUISIANA,LA,Delta Charter School MST,220024702354,300 Lynwood Drive,,,Ferriday,LA,1,Open,Yes,KG,12,Other
2016-2017,LOUISIANA,LA,KIPP East Community Primary,220024802401,5500 Piety Dr.,,,New Orleans,LA,1,Open,Yes,KG,02,Elementary
2016-2017,LOUISIANA,LA,Mildred Osborne Charter School,220024902367,6701 Curran Blvd,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Esperanza Charter School,220025000872,4407 South Carrollton Avenue,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Northeast Claiborne Charter,220025202397,100 West Holly,,,Junction City,LA,1,Open,Yes,KG,12,Other
2016-2017,LOUISIANA,LA,Phillis Wheatley Community School,220025300877,2300 Dumaine St.,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Democracy Prep Louisiana Charter School,220025402408,4055 Prescott Road,,,Baton Rouge,LA,1,Open,Yes,KG,07,Elementary
2016-2017,LOUISIANA,LA,ReNEW Schaumburg Elementary,220025502376,9501 Grant Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,William J. Fischer Accelerated Academy,220025600885,1801 L.B. Landry Avenue,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Capitol High School,220025702400,1000 North 23rd St.,,,Baton Rouge,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Kenilworth Science and Technology Charter School,220025800389,7600 Boone Drive,,,Baton Rouge,LA,1,Open,Yes,06,08,Middle
2016-2017,LOUISIANA,LA,Samuel J. Green Charter School,220025900897,2319 Valence Street,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Baton Rouge University Preparatory Elementary,220026002390,5300 Monarch Ave,,,Baton Rouge,LA,1,Open,Yes,KG,02,Elementary
2016-2017,LOUISIANA,LA,Lake Area New Tech Early College High School,220026102277,6026 Paris Avenue,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,KIPP McDonogh 15 School for the Creative Arts,220026200932,721 St. Phillip Street,,,New Orleans,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Willow Charter Academy,220026302405,1818 Northeast Evangeline Thro,,,Lafayette,LA,1,Open,Yes,KG,07,Elementary
2016-2017,LOUISIANA,LA,Algiers Technology Academy,220026402057,6501 Berkley Dr.,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,G. W. Carver Collegiate Academy,220026502334,3059 Higgins Blvd,,,New Orleans,LA,1,Open,Yes,09,12,High
2016-2017,LOUISIANA,LA,Lawrence D. Crocker College Prep,220026602352,2301 Marengo Street,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Fannie C. Williams Charter School,220026702062,11755 Dwyer Road,,,New Orleans,LA,1,Open,Yes,PK,08,Elementary
2016-2017,LOUISIANA,LA,Advantage Charter Academy,220026802385,14740 Plank Road,,,Baker,LA,1,Open,Yes,KG,07,Elementary
2016-2017,LOUISIANA,LA,Baton Rouge Charter Academy at Mid-City,220026902361,1900 Lobdell Blvd,,,Baton Rouge,LA,1,Open,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Laurel Oaks Charter School,220027102425,440 N. Foster Drive,,,Baton Rouge,LA,3,New,Yes,KG,KG,Elementary
2016-2017,LOUISIANA,LA,Greater Grace Charter Academy Inc.,220027202428,21490 B Highway 40,,,Vacherie,LA,3,New,Yes,KG,08,Elementary
2016-2017,LOUISIANA,LA,Appex Collegiate Academy Charter School,220027302429,9700 Scenic Highway,,,Baton Rouge,LA,3,New,Yes,06,06,Middle
2016-2017,LOUISIANA,LA,Smothers Academy Preparatory School,220027402432,2012 Jefferson Highway,,,Jefferson,LA,3,New,Yes,KG,06,Elementary
2016-2017,LOUISIANA,LA,Lincoln Preparatory School: A TMCF Collegiate Acad,220027502421,407 Central Avenue,,,Grambling,LA,3,New,Yes,KG,12,Other
